	p=81	p=144	p=225
n=30	4.875865872197117	6.289707785156922	7.913664313980753
n=50	4.413927787612186	6.006064892503329	7.638575801748219
n=100	4.408531146444809	5.885825492879228	7.253515352148569
n=120	4.408455250049476	5.872595159354756	7.1972298204871175
n=150	4.363553451698841	5.892462501275556	7.196742442379469
n=200	4.371176295838843	5.722390085378151	7.2391592008794206
