	p=81	p=144	p=225
n=30	0.07090450883258596	0.05187679507151549	0.028408384349037127
n=50	0.14511930052231053	0.14187252412474646	0.1425811206923269
n=100	0.6582120754132401	0.7961040106699323	0.78397871514269
n=120	0.7074749486277838	0.8421025096610552	0.8859254140893298
n=150	0.737480695800756	0.9017417684262555	0.9191170752099572
n=200	0.7820682807166773	0.9081669324989847	0.9627130640472223
