	p=20	p=36	p=56
n=30	-76.35050884981203	-110.66800411419757	-173.31173579513307
n=50	-58.390798933806124	-77.38825635496623	-95.13653112750472
n=100	-38.88022329520347	21.009698931932835	118.38050532168843
n=120	-8.097724265111237	73.35374183702535	173.9543320498091
n=150	14.4543201332659	149.49457306979758	286.18781057679604
