	p=324	p=576	p=900
n=30	0.0	0.0	0.0
n=50	0.0	0.0	0.0
n=100	0.0	0.0	0.0
n=200	0.0	0.0	0.0
n=500	0.0	0.0	0.0
n=750	0.0	0.0	0.0
n=1000	0.0	0.0	0.0
