	p=324	p=576	p=900
n=30	0.003777280551869744	0.002971979592117613	0.01843662785000255
n=50	0.009347974628990771	0.005019440356155106	0.01306633861747981
n=100	0.030114422041063647	0.014057554156963184	0.008470183011532816
n=200	0.2441176882210395	0.21326338270780895	0.12916131285533766
n=500	0.7350420296082735	0.8683138084657952	0.9106902989396441
n=750	0.7607007155275586	0.9078491066191323	0.9439735061456414
n=1000	0.7817156765701108	0.9177041341632333	0.9647825027003116
