	p=5	p=9	p=14
n=30	0.8503333333333333	0.9150000000000001	0.9676666666666667
n=50	0.8490000000000001	0.9267999999999997	0.9875999999999999
n=75	0.8583999999999999	0.9443999999999998	0.9862666666666666
