	p=5	p=9	p=14
n=30	0.5837658335314935	0.7404074981792337	0.890896731650734
n=50	0.560255137420658	0.7751693626089969	0.9521583220361239
n=75	0.594278045595257	0.8145447579278767	0.9468328707239774
