	p=1296	p=2304	p=3600
n=100	0.0020822206663898644	0.003160488032428123	0.0034007155858448257
n=200	0.0012568838937915354	0.0015816774607321183	0.004173676238288217
n=500	0.007475236442167763	0.003623743808353424	0.0039008953381307414
n=1000	0.421196926228404	nan	nan
n=1500	nan	nan	nan
n=2000	nan	nan	nan
n=5000	nan	nan	nan
