	p=5	p=9	p=14
n=30	-9.720947607109942	-6.223096257815902	2.8613137687505286
n=50	-6.910148054400333	18.97380145646825	53.07932120621854
n=75	0.5742236943374496	31.183901191315407	96.9527696529145
