	p=20	p=36	p=56
n=30	0.44609386060372797	0.6426171674694746	0.6614682300649946
n=50	0.6459003713484635	0.8252651016340671	0.9141021875634192
n=100	0.7194216425452973	0.9114744036985748	0.975112975824389
n=120	0.7316648404707358	0.9173309477733338	0.979217244727431
n=150	0.7539496746537536	0.9320725184419717	0.9765803502852254
