	p=81	p=144	p=225
n=30	0.6103333333333333	0.6006666666666667	0.5893333333333333
n=50	0.6553999999999999	0.654	0.6472
n=100	0.8996999999999999	0.9370999999999999	0.9316000000000001
n=120	0.915	0.9555	0.9655833333333332
n=150	0.9274666666666667	0.9745999999999999	0.9751333333333334
n=200	0.94135	0.9763	0.99055
