	p=20	p=36	p=56
n=30	4.127550105070003	5.869221465310355	7.296449006613201
n=50	4.329195534135155	5.791195159033286	7.105771789026493
n=100	4.058708674777474	5.689087543785929	7.258951936151528
n=120	4.147385781763447	5.627706128498907	7.051427274210929
n=150	4.088415763974962	5.86327941738688	6.975459443946887
