	p=81	p=144	p=225
n=30	4.653220190828013	6.221573374736588	7.8691506568109855
n=50	4.387560772751347	6.027040688987471	7.696643429444646
n=100	4.338793196234083	5.896156228288151	7.3438629121016605
n=120	4.424171012314592	5.741597067658258	7.322068984514963
n=150	4.332798007028788	5.885109099616617	7.2496899268425645
n=200	4.271779164082108	5.836617745475015	7.165870082393088
