	p=20	p=36	p=56
n=30	4.168548737348146	5.750457027917551	6.9173975880506955
n=50	3.994104546749385	5.588849768269235	7.009199781413246
n=100	4.162883945733407	5.606987871214504	6.966023095916423
n=120	4.2752537247937115	5.3888508739243965	6.92795954652018
n=150	4.013626756218798	5.7332322002904474	6.736163712802507
